Code,Year,NOx,SO2,CO,BC,NH3,NMVOC,Air pollution emissions
EST,2002,46605.91,85676.875,175517.52,2589.075,8896.916,33639.316,352925.612
EST,2003,47679.87,99750.52,176855.97,2844.628,8831.426,32582.34,368544.754
EST,2004,44160.27,88001.7,158793.78,2843.3738,9137.397,32652.78,335589.30079999997
EST,2005,41427.97,75936.47,141794.81,2860.1826,9451.448,31013.627,302484.50759999995
EST,2006,39179.348,69658.84,131261.98,2737.7537,9444.171,29890.049,282172.14170000004
EST,2007,43489.133,87773.54,150317.67,3201.5146,9371.11,27617.24,321770.20759999997
EST,2008,39822.06,69387.58,147084.89,2914.8875,9950.921,25731.605,294891.9435
EST,2009,35142.42,54831.906,148589.58,2709.164,9911.919,23498.777,274683.76599999995
EST,2010,40955.543,83208.23,146654.69,3295.743,11561.679,22229.182,307905.06700000004
EST,2011,39353.44,72645.55,122922.33,3271.9795,12144.623,22469.81,272807.7325
EST,2012,36381.984,40558.86,136462.36,3189.3079,12878.062,22850.02,252320.59389999998
EST,2013,35520.14,46404.71,126031.44,3371.5017,13450.671,21903.744,246682.2067
EST,2014,33565.38,44597.645,120796.93,3267.3477,13663.959,21586.836,237478.0977
EST,2015,29571.928,38261.574,116042.31,2954.8267,14321.82,21397.164,222549.6227
EST,2016,29780.424,41187.855,123720.734,3264.1604,12058.978,21538.02,231550.1714
EST,2017,30529.34,39867.836,125738.97,3272.9512,15293.421,22413.248,237115.7662
EST,2018,29527.064,36784.973,122976.29,3222.9126,14964.26,22003.957,229479.4566
EST,2019,24431.615,19975.066,122153.875,2619.5999,14877.912,22400.908,206458.9759
EST,2020,22197.547,10838.32,120207.34,2438.908,14815.428,23699.367,194196.91
SWZ,2001,12752.486,6622.3716,71370.195,2237.9617,8008.811,18255.242,119247.06730000001
SWZ,2002,13067.136,6127.2563,71291.1,2107.5413,8191.858,18625.975,119410.86660000001
SWZ,2003,12308.3955,5462.9194,70102.76,2115.375,8741.526,18579.557,117310.53289999999
SWZ,2004,11729.771,5311.4307,71115.9,2065.4666,8853.35,19041.041,118116.9593
SWZ,2005,13482.255,5094.789,71993.06,2051.048,9011.75,19663.02,121295.92199999999
SWZ,2006,14461.115,4768.854,73344.85,2086.924,8798.324,19926.57,123386.63700000002
SWZ,2007,15902.902,4932.5312,75245.64,2080.4675,8925.622,20500.385,127587.5477
SWZ,2008,16009.279,4902.679,76483.57,2037.3359,8911.93,20773.22,129118.01390000002
SWZ,2009,15333.043,4638.782,77253.83,2311.9297,8984.662,20890.105,129412.35169999998
SWZ,2010,14287.394,2861.9937,62231.707,2059.5017,8944.332,18967.617,109352.54539999999
SWZ,2011,10008.209,2946.509,56019.664,2116.8013,8904.375,18210.512,98206.0703
SWZ,2012,9246.73,3267.0784,54676.516,2117.0068,8990.534,17917.545,96215.4102
SWZ,2013,11226.927,8424.272,53345.28,2295.5378,9004.016,17624.176,101920.2088
SWZ,2014,9937.697,4945.613,52957.62,2259.0479,9012.884,17778.438,96891.29990000001
SWZ,2015,9805.464,4067.809,55860.867,2286.9744,9115.448,18972.387,100108.94940000001
SWZ,2016,9357.1875,4675.1943,56959.332,2244.6106,9204.851,20247.252,102688.42739999999
SWZ,2017,9909.49,4166.631,52418.42,1992.7529,9140.2295,20129.914,97757.43740000001
SWZ,2018,9982.792,4392.735,53519.74,1995.003,9232.453,20776.568,99899.29099999998
SWZ,2019,10462.572,4670.6235,54239.832,2061.4236,9336.977,21011.168,101782.5961
SWZ,2020,10053.578,4641.181,53801.82,2030.0822,9432.071,20939.145,100897.8772
ETH,2001,113598.27,28187.209,5362375.5,65797.46,492698.75,1128868.5,7191525.689
ETH,2002,118357.28,29173.832,5520810.5,66815.875,516559.3,1172678.0,7424394.787
ETH,2003,119025.54,28572.318,5682881.5,67933.71,505453.16,1214312.0,7618178.228
ETH,2004,125281.57,31572.922,5846867.5,69234.09,531618.44,1257601.8,7862176.322
ETH,2005,127993.4,32214.35,6011477.5,69989.91,550358.0,1301833.6,8093866.76
ETH,2006,133910.28,33669.297,6178976.5,70340.73,578286.25,1338917.2,8334100.257
ETH,2007,144608.19,33876.63,6348536.0,71849.445,611342.44,1367050.6,8577263.305
ETH,2008,159701.64,37678.39,6530363.5,73112.836,636407.56,1406023.6,8843287.526
ETH,2009,165621.2,38215.2,6613911.5,74197.98,661827.56,1420141.6,8973915.040000001
ETH,2010,156250.27,38531.43,6790212.5,74920.72,690026.9,1461810.6,9211752.42
ETH,2011,164170.22,43003.586,6986102.5,76021.75,698447.5,1500843.5,9468589.056
ETH,2012,171850.31,44216.297,7185600.5,77319.27,728070.4,1547203.6,9754260.377
ETH,2013,179881.95,49724.11,7376088.0,78971.91,742761.4,1589208.6,10016635.969999999
ETH,2014,193170.81,45375.16,7577422.5,80210.016,781472.7,1634025.8,10311676.986
ETH,2015,195960.44,42598.574,7603377.5,81403.61,802837.3,1642365.5,10368542.924
ETH,2016,212570.4,47757.113,7640527.0,83302.05,815151.8,1655794.4,10455102.763
ETH,2017,214197.83,46701.824,7661764.0,83445.19,846841.2,1668915.6,10521865.644
ETH,2018,225007.5,51621.33,7683692.5,84379.805,852716.94,1683150.6,10580568.674999999
ETH,2019,236631.97,55565.61,7708056.0,85366.125,868322.8,1697475.1,10651417.605
ETH,2020,224171.22,49016.26,7714142.5,83774.97,883974.3,1707982.6,10663061.85
,2001,19551384.0,18083650.0,47989816.0,524888.25,6736922.0,16483212.0,109369872.25
,2002,19199818.0,17428388.0,45747864.0,519406.84,6678351.0,15968102.0,105541929.84
,2003,19180036.0,17067110.0,44916492.0,529516.94,6648975.5,15632022.0,103974152.44
,2004,18866224.0,16025444.0,43806100.0,521761.9,6456972.5,15222806.0,100899308.4
,2005,18474654.0,15289317.0,42065524.0,523506.1,6338442.0,14842884.0,97534327.1
,2006,18328230.0,15206140.0,41044092.0,521516.78,6306311.5,14759136.0,96165426.28
,2007,17874944.0,14892417.0,40439076.0,520247.22,6424846.5,14269429.0,94420959.72
,2008,17008824.0,13683248.0,39629388.0,536136.06,6325112.5,13884697.0,91067405.56
,2009,15670644.0,12636808.0,35973236.0,512534.3,6268198.0,13105935.0,84167355.3
,2010,15586223.0,12171552.0,37234316.0,504020.78,6361151.5,13130064.0,84987327.28
,2011,15389416.0,12684890.0,34989030.0,488916.62,6285748.5,12700156.0,82538157.12
,2012,15112026.0,12278682.0,35203668.0,498013.78,6363434.0,12613595.0,82069418.78
,2013,14467172.0,11137518.0,34035960.0,470562.94,6399160.0,12317494.0,78827866.94
,2014,13815436.0,10474431.0,32177716.0,449763.47,6416205.0,12034202.0,75367753.47
,2015,13417501.0,10180334.0,31527436.0,449735.2,6526030.0,11885871.0,73986907.2
,2016,12895024.0,9531252.0,30934110.0,442388.3,6604448.0,11806951.0,72214173.3
,2017,12624217.0,8915353.0,30455670.0,432336.1,6483576.0,11849863.0,70761015.1
,2018,12377583.0,9251685.0,29875102.0,430818.66,6411192.0,11790110.0,70136490.66
,2019,12091563.0,8777385.0,28926590.0,429663.56,6379348.5,11633475.0,68238025.06
,2020,10985091.0,8237959.5,27101652.0,408966.97,6362797.5,11513877.0,64610343.97
FLK,2001,446.74033,190.7893,416.70996,1.4569618,428.76596,91.26082,1575.7233318
FLK,2002,471.41333,56.783417,388.24677,1.3383032,426.2068,89.4881,1433.4767202
FLK,2003,550.4633,72.06912,452.3152,1.4171567,438.7847,96.946365,1611.9958417
FLK,2004,599.30634,79.836945,505.66898,1.4606225,434.20276,98.11499,1718.5906375
FLK,2005,594.1976,79.34998,505.21194,1.5257367,434.1374,97.47925,1711.9019067000002
FLK,2006,642.3095,94.96323,485.28647,1.8387829,434.74533,99.58501,1758.7283229
FLK,2007,631.1275,99.77929,458.91608,1.8766515,441.56763,96.09214,1729.3592915
FLK,2008,640.77686,105.30957,452.6016,2.0731995,441.28207,95.164925,1737.2082245000001
FLK,2009,691.19604,110.4887,511.22488,2.1488807,441.44415,103.46943,1859.9720807
FLK,2010,721.21716,95.84392,458.52667,2.0643582,444.17902,100.032135,1821.8632632000001
FLK,2011,684.0499,63.919598,505.73288,1.2103631,442.7853,107.66015,1805.3581910999999
FLK,2012,705.0511,70.653656,481.9379,1.3470049,442.86154,105.91827,1807.7694709000002
FLK,2013,713.0276,69.83304,505.596,1.3094524,441.67703,109.715965,1841.1590874
FLK,2014,697.2066,68.13911,487.8402,1.2950003,441.6989,109.98296,1806.1627703000001
FLK,2015,698.74225,69.27769,492.69794,1.3054798,440.37015,109.6324,1812.0259098000001
FLK,2016,703.0244,68.68132,487.0982,1.3036946,439.45837,108.288055,1807.8540396
FLK,2017,598.4075,57.44713,469.4916,1.3045194,440.46326,107.50213,1674.6161394
FLK,2018,627.86664,56.721523,479.76434,1.2919618,440.5717,109.487114,1715.7032788000001
FLK,2019,640.43085,54.68158,484.6672,1.3006436,441.124,110.14679,1732.3510636
FLK,2020,617.29846,52.06526,428.13156,1.1376878,441.47253,100.64726,1640.7527578
FRO,2001,21.731064,0.71512735,54.349678,0.92966557,201.67416,163.17062,442.57031492
FRO,2002,21.886066,0.7197296,54.699448,0.93564844,203.28738,164.86691,446.39518204
FRO,2003,21.955345,0.7246057,55.070034,0.9419874,203.89203,166.36366,448.9476621
FRO,2004,22.035004,0.7285488,55.369713,0.9471135,203.82144,168.00937,450.9111893
FRO,2005,21.855398,0.73073447,55.53582,0.9499548,200.66368,168.21638,447.95196726999995
FRO,2006,21.780533,0.73179555,55.61646,0.9513342,199.63309,168.62038,447.33359275000004
FRO,2007,21.77732,0.73017347,55.493183,0.9492255,200.10538,168.70743,447.76271197
FRO,2008,21.628948,0.72694176,55.247574,0.94502425,198.19817,168.50423,445.25088801000004
FRO,2009,21.631014,0.72234124,54.897934,0.93904364,199.13994,168.76941,446.09968288
FRO,2010,21.520132,0.71759224,54.53701,0.9328699,198.0829,168.69395,444.48445414
FRO,2011,21.59296,0.71230257,54.134995,0.9259933,198.47006,168.71916,444.55547086999997
FRO,2012,21.642715,0.7067434,53.712498,0.91876644,198.48796,168.69293,444.16161284
FRO,2013,21.62235,0.70122725,53.293274,0.91159546,199.01225,169.02608,444.56677671
FRO,2014,21.873358,0.69627285,52.916737,0.9051547,200.6921,169.23338,446.31700255
FRO,2015,21.953817,0.69627285,52.916737,0.9051547,200.788,169.52426,446.78424155000005
FRO,2016,21.483374,0.69627285,52.916737,0.9051547,197.32181,169.87105,443.19439854999996
FRO,2017,21.528118,0.69627285,52.916737,0.9051547,197.75566,170.42613,444.22807255000004
FRO,2018,21.546375,0.69627285,52.916737,0.9051547,197.94011,170.98639,444.99103955
FRO,2019,21.587221,0.69627285,52.916737,0.9051547,198.53163,171.46997,446.10698555
FRO,2020,21.62611,0.69627285,52.916737,0.9051547,199.0948,171.93036,447.16943455
FJI,2001,19721.857,7094.8916,17638.248,471.78134,7127.0757,7283.4062,59337.25984
FJI,2002,18138.87,5348.9897,15802.893,421.3399,7132.999,7228.1514,54073.243
FJI,2003,19824.26,5570.974,17413.473,416.7363,7059.714,7424.91,57710.067299999995
FJI,2004,25303.69,6941.459,20009.6,463.78644,7293.9395,7809.184,67821.65894
FJI,2005,22460.275,7568.6494,18574.645,466.0202,7183.072,7532.1885,63784.85010000001
FJI,2006,22896.156,7340.654,18864.963,478.43167,7263.0405,7680.596,64523.84117
FJI,2007,18872.764,5351.1357,17115.719,453.658,7312.09,7214.4277,56319.7944
FJI,2008,12516.032,4438.74,14244.476,447.54578,7322.709,6853.892,45823.39478
FJI,2009,11451.723,3234.7607,14903.175,409.23462,7346.976,6815.578,44161.44732
FJI,2010,10918.636,4447.491,14780.085,485.01712,7434.0645,6889.4927,44954.78632
FJI,2011,17882.684,3857.6235,24825.55,446.68442,7671.633,8515.737,63199.91192
FJI,2012,11339.537,4113.3535,15999.227,441.66257,7562.889,7226.77,46683.43907000001
FJI,2013,13440.4,4225.9004,17138.48,449.4416,7646.41,7419.5435,50320.1755
FJI,2014,17458.46,4611.3203,18857.053,446.8702,7737.9805,7772.7627,56884.44669999999
FJI,2015,17716.633,4962.7617,20623.506,441.73224,6039.9004,7994.9175,57779.45083999999
FJI,2016,17411.037,5093.121,19214.625,436.6463,6088.3857,8052.244,56296.058999999994
FJI,2017,16418.998,4719.306,18998.818,428.86407,6195.072,8138.961,54900.01907000001
FJI,2018,17540.156,5252.4546,19715.826,435.29428,6258.263,8210.064,57412.05788
FJI,2019,17255.469,4980.7856,19704.93,436.83105,6301.627,8244.137,56923.779650000004
FJI,2020,15174.871,4419.195,18993.256,417.79092,6325.486,8233.832,53564.43092
FIN,2001,250842.6,97260.22,569477.06,6687.9634,52266.277,163027.66,1139561.7804
FIN,2002,248356.33,91904.484,550757.9,6749.975,52660.03,154575.39,1105004.1090000002
FIN,2003,257829.03,104228.164,530459.7,6836.237,53638.79,151045.89,1104037.811
FIN,2004,242314.02,85526.41,515950.75,6770.623,53120.13,146317.98,1049999.913
FIN,2005,212539.38,71445.97,493222.3,6498.166,52970.07,135429.92,972105.8059999999
FIN,2006,226944.83,84625.36,472311.06,6598.518,52845.402,129472.805,972797.9750000001
FIN,2007,215195.92,83043.164,458745.7,6597.2,53862.984,126122.15,943567.1179999999
FIN,2008,195273.9,68563.086,428697.84,6516.514,47496.82,113696.086,860244.2459999999
FIN,2009,178087.4,60698.918,406069.62,6148.5054,48354.055,104865.99,804224.4884
FIN,2010,186881.14,67979.65,422527.4,6628.187,50584.477,105706.75,840307.604
FIN,2011,170003.78,62198.72,388251.5,6181.4277,47096.21,98266.195,771997.8326999999
FIN,2012,159816.25,52036.16,381542.94,6201.2554,47184.016,94743.54,741524.1614000001
FIN,2013,156628.66,48870.7,366583.84,5973.2134,47388.87,90594.24,716039.5234
FIN,2014,148133.34,45637.27,360122.44,5724.139,47501.12,88053.195,695171.504
FIN,2015,136505.7,41693.07,336755.03,5447.711,48661.457,83634.88,652697.8480000001
FIN,2016,131877.45,41046.652,344451.12,5423.8857,47950.582,84068.92,654818.6097
FIN,2017,127081.586,35955.15,335064.06,5288.103,46571.613,82262.25,632222.762
FIN,2018,123421.14,34343.02,326657.75,5069.6714,47054.8,80621.21,617167.5914
FIN,2019,115944.414,30359.73,320503.6,4899.4033,46536.773,79079.26,597323.1802999999
FIN,2020,103200.0,24306.803,292597.88,4425.084,45477.062,78442.06,548448.889
FRA,2001,1709611.8,563000.25,6280387.5,47271.99,794511.0,1898472.8,11293255.340000002
FRA,2002,1672175.0,519621.0,6115332.0,45731.57,774735.5,1782802.1,10910397.17
FRA,2003,1627521.6,501726.97,5926383.5,45289.17,764990.5,1725985.6,10591897.34
FRA,2004,1589629.0,481830.2,6056761.5,44229.094,757500.2,1662899.8,10592849.794
FRA,2005,1530355.6,463817.8,5608852.5,41158.383,738810.4,1590924.2,9973918.883000001
FRA,2006,1446192.1,430760.47,5054457.5,39278.777,721720.1,1495031.4,9187440.347
FRA,2007,1383698.1,410505.6,4807797.0,37540.61,749285.8,1398086.6,8786913.71
FRA,2008,1292628.8,350651.94,4643259.0,36972.258,723990.75,1343482.6,8390985.348000001
FRA,2009,1222158.1,296639.03,4204648.0,35983.812,708148.75,1248994.0,7716571.692
FRA,2010,1188523.0,273381.03,4638962.5,35643.14,747362.1,1287645.5,8171517.27
FRA,2011,1117709.5,220153.0,3795515.5,32720.498,689152.25,1165727.4,7020978.148
FRA,2012,1093060.1,216766.47,3531475.2,31434.084,712368.7,1124235.2,6709339.754000001
FRA,2013,1078147.4,199759.02,3599192.5,30780.873,712272.44,1114335.5,6734487.732999999
FRA,2014,998372.1,157506.36,3000862.5,27624.828,710774.56,1055182.4,5950322.748
FRA,2015,975908.9,150056.73,2982683.2,26870.822,733352.4,1022377.4,5891249.4520000005
FRA,2016,923454.56,131060.24,3057952.5,25634.346,737590.3,1015834.7,5891526.646
FRA,2017,894784.44,126620.92,2976626.8,23993.352,726319.6,1010643.3,5758988.412
FRA,2018,836576.44,120993.484,2833689.5,22272.645,704693.75,964080.56,5482306.379000001
FRA,2019,792208.06,97724.81,2772908.8,20430.81,701353.2,935074.8,5319700.4799999995
FRA,2020,686570.25,89290.19,2424786.8,17776.727,698807.06,931188.06,4848419.086999999
GUF,2001,5474.968,3933.5154,8415.822,128.37816,454.76874,1814.234,20221.6863
GUF,2002,4602.5195,909.9838,6614.7725,124.7866,458.83618,1626.3431,14337.24168
GUF,2003,6319.6484,1272.3307,8500.254,132.62291,471.75882,1904.4729,18601.087730000003
GUF,2004,6353.463,1221.9181,8526.797,133.37369,428.63242,1790.2074,18454.391610000002
GUF,2005,6182.34,1149.0669,8398.772,135.5938,464.38367,1802.3541,18132.51047
GUF,2006,5134.3203,983.9758,6452.8613,136.06236,476.59637,1631.7687,14815.58483
GUF,2007,5633.615,1227.6653,6810.9185,140.80196,440.43872,1694.2954,15947.73488
GUF,2008,5763.595,1328.9966,6700.7397,144.4465,435.27258,1699.7059,16072.756280000001
GUF,2009,8044.2275,1382.8663,9314.869,147.03859,444.34766,2092.5974,21425.94645
GUF,2010,8195.877,1292.4122,8226.578,149.59628,431.8261,2028.1324,20324.42198
GUF,2011,7935.6904,807.9648,8791.775,140.25085,427.40582,2135.1106,20238.197470000003
GUF,2012,6653.743,924.9725,6990.7686,143.94409,430.5863,1896.0891,17040.103590000002
GUF,2013,6577.7896,913.5738,6996.625,142.92374,425.5634,1913.6537,16970.12924
GUF,2014,6397.7876,876.99274,6696.587,141.08566,439.79,1927.9767,16480.2197
GUF,2015,6537.51,903.96387,6811.5586,142.05963,445.77927,1945.8811,16786.75247
GUF,2016,6601.6045,897.6131,6700.6816,142.15776,453.8074,1951.2943,16747.15866
GUF,2017,6630.136,934.0494,6829.7075,143.17448,469.80414,2003.6018,17010.47332
GUF,2018,7010.0776,922.8489,6899.474,142.49937,471.05637,2030.1194,17476.07564
GUF,2019,7209.0244,891.3252,6916.68,142.29259,477.57812,2042.7633,17679.66361
GUF,2020,6884.961,849.5527,6240.288,139.57034,482.7703,1944.2633,16541.40564
PYF,2001,10102.824,4563.0493,7535.6987,205.89143,923.43365,2493.536,25824.43308
PYF,2002,10940.643,4704.3735,7551.3105,201.53949,889.0,2522.675,26809.541489999996
PYF,2003,11794.657,5221.0176,8168.703,208.32742,893.9637,2630.2146,28916.88332
PYF,2004,11472.936,4702.6245,7783.5054,211.46082,928.4089,2558.8696,27657.805220000002
PYF,2005,11944.338,4597.6367,8329.723,202.42438,936.3967,2640.6519,28651.17068
PYF,2006,10880.398,4393.8354,7661.525,211.78166,921.6529,2568.9517,26638.14466
PYF,2007,10552.833,3918.9175,7622.216,209.92622,950.17584,2533.595,25787.663560000005
PYF,2008,10190.918,3719.7065,8661.714,222.8885,974.2853,2719.3982,26488.910499999998
PYF,2009,9148.778,3420.2986,8744.061,217.76762,988.45685,2730.9697,25250.33177
PYF,2010,9110.79,3070.9407,9030.101,226.46346,1003.8427,2855.8271,25297.96496
PYF,2011,8206.656,2708.1248,10084.635,203.39272,1045.2284,3076.7688,25324.805720000004
PYF,2012,7636.091,2882.9146,8593.865,202.01836,1025.7666,2870.3088,23210.964359999998
PYF,2013,7734.187,2978.2314,8172.565,199.9709,1019.2066,2783.4043,22887.565200000005
PYF,2014,7956.843,3260.0728,7549.681,200.31056,1009.10345,2693.9907,22670.00151
PYF,2015,8192.4,3513.3735,8508.388,199.8967,1032.7183,2842.0354,24288.811900000004
PYF,2016,8192.825,3608.9065,7822.609,199.39107,1031.7466,2798.509,23653.98717
PYF,2017,7527.043,3339.308,7636.229,196.51797,1040.6077,2798.8623,22538.56797
PYF,2018,7978.231,3727.4565,8072.3584,203.61649,1057.8359,2875.0017,23914.499990000004
PYF,2019,7611.4546,3523.5342,8005.737,206.87503,1072.5278,2902.4836,23322.61223
PYF,2020,6495.456,3119.0334,7566.1523,195.21722,1081.9858,2884.3362,21342.18092
GAB,2001,16771.738,4316.661,186060.14,7832.622,9668.8955,99649.89,324299.9465
GAB,2002,19026.607,4236.4497,219006.0,8501.985,11146.195,103601.836,365519.0727
GAB,2003,22470.836,4415.9067,251095.97,9204.845,12671.485,115160.58,415019.62269999995
GAB,2004,25654.379,4811.9355,280713.66,9552.813,14197.9375,120949.19,455879.915
GAB,2005,30756.312,5822.446,309574.66,9888.208,15736.279,126009.07,497786.9749999999
GAB,2006,33475.336,6145.76,338078.28,9805.244,17265.84,127080.58,531851.04
GAB,2007,37737.34,6752.7715,369283.12,10154.985,18819.652,135040.38,577788.2485
GAB,2008,39824.17,7022.854,400415.1,10622.692,20375.113,141741.02,620000.9489999999
GAB,2009,41604.598,7047.132,432469.3,11318.458,21912.715,149159.45,663511.6529999999
GAB,2010,46998.055,8573.0205,468193.1,12324.154,23474.64,161262.84,720825.8095
GAB,2011,38877.266,8711.816,381738.2,11125.818,18990.11,135163.69,594606.8999999999
GAB,2012,35366.156,9005.624,345706.9,11517.77,16957.684,122231.75,540785.8840000001
GAB,2013,50157.094,10822.409,483537.34,14069.389,23779.1,155193.02,737558.352
GAB,2014,47219.81,8033.194,467573.0,14072.539,22799.3,150072.94,709770.783
GAB,2015,47156.453,7978.916,477141.22,14467.483,23197.61,153241.44,723183.122
GAB,2016,47448.64,7997.226,475484.75,14257.259,23257.986,152635.94,721081.801
GAB,2017,39091.53,4438.2793,466365.7,12991.248,23281.102,145052.1,691219.9593
GAB,2018,38381.16,4412.6636,462407.66,12467.189,23323.691,143301.45,684293.8136
GAB,2019,38837.688,4356.1323,462292.7,12772.581,23424.21,143244.78,684928.0913000001
GAB,2020,39044.84,4428.5664,459994.88,12799.136,23524.295,143022.17,682813.8874
GMB,2001,3376.3228,1586.6821,50494.43,1581.2881,5731.7686,12293.539,75064.0306
GMB,2002,3460.9893,1626.8796,51251.805,1621.4817,5904.036,12796.09,76661.2816
GMB,2003,3496.191,1614.5,51997.023,1641.9807,6365.155,13307.767,78422.6167
GMB,2004,3656.9834,1752.1042,52995.926,1691.7737,6561.704,13861.027,80519.5183
GMB,2005,3713.5962,1860.2991,54355.305,1769.7582,6738.0366,14597.476,83034.4711
GMB,2006,4036.3972,1845.7678,55728.24,1817.9749,6901.2417,15013.866,85343.4876
GMB,2007,4082.4404,2122.284,56938.344,1899.194,7159.8096,15455.55,87657.622
GMB,2008,4318.727,2056.5474,58219.742,1940.9744,7359.012,15883.781,89778.7838
GMB,2009,4664.526,2223.59,59943.746,1991.8823,7574.5693,16406.824,92805.13759999999
GMB,2010,4928.628,2410.4458,61263.53,1983.492,7697.7144,16886.977,95170.78719999999
GMB,2011,5655.606,1913.9053,63069.96,1883.4011,7550.6035,17393.172,97466.64790000001
GMB,2012,5434.1484,1879.1233,64807.785,1868.8325,7519.15,18008.266,99517.3052
GMB,2013,5371.774,1776.7231,65198.12,1823.622,7806.208,18437.283,100413.7301
GMB,2014,5804.586,1967.0275,66418.35,1785.4852,8182.4165,18848.346,103006.21120000002
GMB,2015,6511.7715,2137.7341,66501.06,1763.424,8407.868,19149.5,104471.3576
GMB,2016,7023.71,2191.1562,66600.46,1740.697,8315.881,19386.734,105258.6382
GMB,2017,7479.9277,2486.5728,67682.48,1725.9578,8505.393,19925.787,107806.11829999999
GMB,2018,7688.441,2697.063,67276.04,1704.4535,8642.406,20133.576,108141.9795
GMB,2019,8097.7256,2788.806,69108.19,1729.8954,8883.228,20733.959,111341.804
GMB,2020,8240.332,2848.787,70098.84,1761.3942,9131.822,21158.262,113239.4372
GEO,2001,23308.508,3583.5862,175342.0,1685.9557,34998.906,60869.47,299788.42590000003
GEO,2002,22905.088,3173.7695,174657.78,1706.674,35353.08,61347.04,299143.4315
GEO,2003,23514.041,3429.436,173496.56,1697.3004,35565.57,61755.41,299458.31740000006
GEO,2004,22886.799,4056.9236,168555.9,1749.4248,34584.37,60569.363,292402.7804
GEO,2005,25713.643,4795.96,117187.64,1549.4696,33162.977,53067.45,235477.1396
GEO,2006,26550.898,3935.775,121827.305,1654.3541,30785.59,52709.3,237463.2221
GEO,2007,33080.17,5715.1978,132700.98,1889.0338,28509.309,53535.8,255430.49060000002
GEO,2008,27397.398,5928.0454,127150.03,1750.6482,26817.324,51372.773,240416.21860000002
GEO,2009,33138.957,7099.917,134376.61,1982.0436,28891.688,52331.098,257820.3136
GEO,2010,32423.736,4364.009,121695.2,2041.8663,28931.398,50387.36,239843.56929999997
GEO,2011,32968.04,3698.4937,116825.32,2023.8695,28936.766,49588.36,234040.8492
GEO,2012,34079.52,3980.819,120184.41,1944.2216,30868.812,50275.676,241333.4586
GEO,2013,43460.973,4685.755,160373.14,2264.8738,32671.82,56620.215,300076.7768
GEO,2014,46640.19,4621.433,158311.3,2316.6257,33267.992,56953.562,302111.1027
GEO,2015,49882.215,4863.2324,144770.84,2361.418,29498.098,53907.367,285283.1704
GEO,2016,52420.203,5191.4795,147613.47,2446.6204,30450.95,56143.605,294266.3279
GEO,2017,49425.477,5297.9224,137837.06,2239.9915,29139.424,53531.402,277471.2769
GEO,2018,46916.434,5129.779,117717.125,1987.3821,26553.242,50103.473,248407.43509999997
GEO,2019,48291.293,4228.678,111510.57,2009.7357,26556.006,49349.312,241945.5947
GEO,2020,44812.055,4269.322,106271.555,1900.2814,26556.889,48056.79,231866.8924
DEU,2001,1765703.0,617471.3,4885358.0,49629.38,683004.2,1706911.5,9708077.379999999
DEU,2002,1708146.2,554091.6,4584622.5,47457.43,682534.8,1615078.8,9191931.33
DEU,2003,1621921.6,526486.44,4250964.5,46792.426,681667.1,1533981.6,8661813.666
DEU,2004,1578784.8,487208.7,4037600.5,45619.18,663174.06,1527074.5,8339461.74
DEU,2005,1528377.4,469127.84,3806451.2,45089.098,670500.1,1479567.9,7999113.538000001
DEU,2006,1540047.0,471273.66,3776105.2,45691.805,657240.94,1476041.1,7966399.705
DEU,2007,1484212.9,453747.38,3735806.5,42442.277,674270.6,1412908.2,7803387.856999999
DEU,2008,1433609.0,447801.6,3714393.0,44349.17,677530.1,1349307.2,7666990.069999999
DEU,2009,1347512.8,390760.9,3174768.0,41664.273,654210.1,1235022.5,6843938.573
DEU,2010,1383800.0,401718.44,3487292.0,42591.36,683108.0,1352415.1,7350924.9
DEU,2011,1357771.8,386629.4,3406006.0,39139.004,657938.9,1263485.2,7110970.3040000005
DEU,2012,1347976.1,367925.5,3157359.2,38928.453,673694.9,1246021.0,6831905.153000001
DEU,2013,1351154.0,356062.16,3121685.2,38325.348,684014.3,1200806.2,6752047.208000001
DEU,2014,1304278.0,334606.6,2953202.8,34992.867,711438.2,1160556.4,6499074.867000001
DEU,2015,1275924.1,333905.3,3053999.8,34204.668,694647.0,1135237.4,6527918.267999999
DEU,2016,1239431.4,309418.03,2929878.2,32807.0,680587.94,1128300.9,6320423.470000001
DEU,2017,1184949.4,300820.84,2938015.2,31954.902,649910.94,1132012.2,6237663.482
DEU,2018,1097852.5,289412.16,2820214.0,33289.58,616723.6,1086494.9,5943986.74
DEU,2019,1016472.0,259676.08,2716054.8,32014.195,611397.2,1056267.1,5691881.375
DEU,2020,898847.94,240962.78,2428376.0,30014.705,605508.4,1018462.2,5222172.025
GHA,2001,59397.797,33965.94,1053291.0,11340.993,77816.19,239244.53,1475056.45
GHA,2002,69364.07,49513.95,981507.8,11007.151,78708.11,246108.14,1436209.2210000004
GHA,2003,63481.89,41602.39,899399.75,10481.542,79805.805,250495.36,1345266.7370000002
GHA,2004,58718.684,23937.988,855772.4,10255.934,80933.14,260871.45,1290489.5960000001
GHA,2005,61849.926,32839.53,807692.0,9921.707,81793.09,267561.5,1261657.753
GHA,2006,73536.85,55146.11,796408.1,9731.945,84950.305,270428.2,1290201.5099999998
GHA,2007,76416.875,58087.715,798294.0,9525.372,86836.34,276425.4,1305585.702
GHA,2008,71754.21,43931.844,711697.3,10050.789,85915.625,258898.5,1182248.2680000002
